group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
de_header,cbor,idx=4; size=87633,87633,bytes,1217160.0,ns,2
de_header,cbor,idx=4; size=87633,87633,bytes,2215330.0,ns,4
de_header,cbor,idx=4; size=87633,87633,bytes,3309350.0,ns,6
de_header,cbor,idx=4; size=87633,87633,bytes,4477809.0,ns,8
de_header,cbor,idx=4; size=87633,87633,bytes,5774977.0,ns,10
de_header,cbor,idx=4; size=87633,87633,bytes,6874454.0,ns,12
de_header,cbor,idx=4; size=87633,87633,bytes,7859187.0,ns,14
de_header,cbor,idx=4; size=87633,87633,bytes,9071663.0,ns,16
de_header,cbor,idx=4; size=87633,87633,bytes,10398160.0,ns,18
de_header,cbor,idx=4; size=87633,87633,bytes,11627333.0,ns,20
de_header,cbor,idx=4; size=87633,87633,bytes,12551761.0,ns,22
de_header,cbor,idx=4; size=87633,87633,bytes,13384515.0,ns,24
de_header,cbor,idx=4; size=87633,87633,bytes,14616837.0,ns,26
de_header,cbor,idx=4; size=87633,87633,bytes,15706271.0,ns,28
de_header,cbor,idx=4; size=87633,87633,bytes,16394012.0,ns,30
de_header,cbor,idx=4; size=87633,87633,bytes,17305441.0,ns,32
de_header,cbor,idx=4; size=87633,87633,bytes,18955421.0,ns,34
de_header,cbor,idx=4; size=87633,87633,bytes,20150160.0,ns,36
de_header,cbor,idx=4; size=87633,87633,bytes,21244490.0,ns,38
de_header,cbor,idx=4; size=87633,87633,bytes,22122438.0,ns,40
de_header,cbor,idx=4; size=87633,87633,bytes,23191924.0,ns,42
de_header,cbor,idx=4; size=87633,87633,bytes,24403216.0,ns,44
de_header,cbor,idx=4; size=87633,87633,bytes,25456331.0,ns,46
de_header,cbor,idx=4; size=87633,87633,bytes,26898893.0,ns,48
de_header,cbor,idx=4; size=87633,87633,bytes,27238452.0,ns,50
de_header,cbor,idx=4; size=87633,87633,bytes,28217777.0,ns,52
de_header,cbor,idx=4; size=87633,87633,bytes,30066828.0,ns,54
de_header,cbor,idx=4; size=87633,87633,bytes,31180132.0,ns,56
de_header,cbor,idx=4; size=87633,87633,bytes,32367583.0,ns,58
de_header,cbor,idx=4; size=87633,87633,bytes,32595330.0,ns,60
de_header,cbor,idx=4; size=87633,87633,bytes,33764355.0,ns,62
de_header,cbor,idx=4; size=87633,87633,bytes,34719657.0,ns,64
de_header,cbor,idx=4; size=87633,87633,bytes,36635840.0,ns,66
de_header,cbor,idx=4; size=87633,87633,bytes,36840015.0,ns,68
de_header,cbor,idx=4; size=87633,87633,bytes,37872357.0,ns,70
de_header,cbor,idx=4; size=87633,87633,bytes,38875604.0,ns,72
de_header,cbor,idx=4; size=87633,87633,bytes,41097123.0,ns,74
de_header,cbor,idx=4; size=87633,87633,bytes,41312021.0,ns,76
de_header,cbor,idx=4; size=87633,87633,bytes,42277113.0,ns,78
de_header,cbor,idx=4; size=87633,87633,bytes,43274922.0,ns,80
de_header,cbor,idx=4; size=87633,87633,bytes,44471005.0,ns,82
de_header,cbor,idx=4; size=87633,87633,bytes,48650761.0,ns,84
de_header,cbor,idx=4; size=87633,87633,bytes,48488150.0,ns,86
de_header,cbor,idx=4; size=87633,87633,bytes,50601683.0,ns,88
de_header,cbor,idx=4; size=87633,87633,bytes,51034376.0,ns,90
de_header,cbor,idx=4; size=87633,87633,bytes,50586369.0,ns,92
de_header,cbor,idx=4; size=87633,87633,bytes,52134727.0,ns,94
de_header,cbor,idx=4; size=87633,87633,bytes,52438141.0,ns,96
de_header,cbor,idx=4; size=87633,87633,bytes,53259020.0,ns,98
de_header,cbor,idx=4; size=87633,87633,bytes,55701686.0,ns,100
de_header,cbor,idx=4; size=87633,87633,bytes,56240351.0,ns,102
de_header,cbor,idx=4; size=87633,87633,bytes,57771540.0,ns,104
de_header,cbor,idx=4; size=87633,87633,bytes,58051539.0,ns,106
de_header,cbor,idx=4; size=87633,87633,bytes,58570142.0,ns,108
de_header,cbor,idx=4; size=87633,87633,bytes,60996824.0,ns,110
de_header,cbor,idx=4; size=87633,87633,bytes,60974945.0,ns,112
de_header,cbor,idx=4; size=87633,87633,bytes,62814269.0,ns,114
de_header,cbor,idx=4; size=87633,87633,bytes,63146475.0,ns,116
de_header,cbor,idx=4; size=87633,87633,bytes,64149231.0,ns,118
de_header,cbor,idx=4; size=87633,87633,bytes,65104038.0,ns,120
de_header,cbor,idx=4; size=87633,87633,bytes,65987076.0,ns,122
de_header,cbor,idx=4; size=87633,87633,bytes,68925094.0,ns,124
de_header,cbor,idx=4; size=87633,87633,bytes,68599178.0,ns,126
de_header,cbor,idx=4; size=87633,87633,bytes,70848644.0,ns,128
de_header,cbor,idx=4; size=87633,87633,bytes,71355484.0,ns,130
de_header,cbor,idx=4; size=87633,87633,bytes,72235288.0,ns,132
de_header,cbor,idx=4; size=87633,87633,bytes,73874084.0,ns,134
de_header,cbor,idx=4; size=87633,87633,bytes,75680361.0,ns,136
de_header,cbor,idx=4; size=87633,87633,bytes,75418364.0,ns,138
de_header,cbor,idx=4; size=87633,87633,bytes,76464510.0,ns,140
de_header,cbor,idx=4; size=87633,87633,bytes,77489777.0,ns,142
de_header,cbor,idx=4; size=87633,87633,bytes,78960805.0,ns,144
de_header,cbor,idx=4; size=87633,87633,bytes,79353111.0,ns,146
de_header,cbor,idx=4; size=87633,87633,bytes,80532762.0,ns,148
de_header,cbor,idx=4; size=87633,87633,bytes,81852627.0,ns,150
de_header,cbor,idx=4; size=87633,87633,bytes,83896209.0,ns,152
de_header,cbor,idx=4; size=87633,87633,bytes,84021460.0,ns,154
de_header,cbor,idx=4; size=87633,87633,bytes,86501624.0,ns,156
de_header,cbor,idx=4; size=87633,87633,bytes,86054614.0,ns,158
de_header,cbor,idx=4; size=87633,87633,bytes,88506658.0,ns,160
de_header,cbor,idx=4; size=87633,87633,bytes,90012150.0,ns,162
de_header,cbor,idx=4; size=87633,87633,bytes,89888852.0,ns,164
de_header,cbor,idx=4; size=87633,87633,bytes,91019824.0,ns,166
de_header,cbor,idx=4; size=87633,87633,bytes,91142824.0,ns,168
de_header,cbor,idx=4; size=87633,87633,bytes,93281140.0,ns,170
de_header,cbor,idx=4; size=87633,87633,bytes,93114018.0,ns,172
de_header,cbor,idx=4; size=87633,87633,bytes,94609665.0,ns,174
de_header,cbor,idx=4; size=87633,87633,bytes,97072517.0,ns,176
de_header,cbor,idx=4; size=87633,87633,bytes,98261602.0,ns,178
de_header,cbor,idx=4; size=87633,87633,bytes,99301536.0,ns,180
de_header,cbor,idx=4; size=87633,87633,bytes,100963565.0,ns,182
de_header,cbor,idx=4; size=87633,87633,bytes,100558447.0,ns,184
de_header,cbor,idx=4; size=87633,87633,bytes,102413996.0,ns,186
de_header,cbor,idx=4; size=87633,87633,bytes,102740659.0,ns,188
de_header,cbor,idx=4; size=87633,87633,bytes,104330859.0,ns,190
de_header,cbor,idx=4; size=87633,87633,bytes,104385341.0,ns,192
de_header,cbor,idx=4; size=87633,87633,bytes,104991987.0,ns,194
de_header,cbor,idx=4; size=87633,87633,bytes,107890503.0,ns,196
de_header,cbor,idx=4; size=87633,87633,bytes,109566388.0,ns,198
de_header,cbor,idx=4; size=87633,87633,bytes,110722383.0,ns,200
