group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
de_block,bincode,idx=9; size=4953049,4953049,bytes,11798909.0,ns,1
de_block,bincode,idx=9; size=4953049,4953049,bytes,23333636.0,ns,2
de_block,bincode,idx=9; size=4953049,4953049,bytes,34922761.0,ns,3
de_block,bincode,idx=9; size=4953049,4953049,bytes,47640658.0,ns,4
de_block,bincode,idx=9; size=4953049,4953049,bytes,58488494.0,ns,5
de_block,bincode,idx=9; size=4953049,4953049,bytes,70865189.0,ns,6
de_block,bincode,idx=9; size=4953049,4953049,bytes,82809579.0,ns,7
de_block,bincode,idx=9; size=4953049,4953049,bytes,93944671.0,ns,8
de_block,bincode,idx=9; size=4953049,4953049,bytes,106688091.0,ns,9
de_block,bincode,idx=9; size=4953049,4953049,bytes,119002555.0,ns,10
de_block,bincode,idx=9; size=4953049,4953049,bytes,129588400.0,ns,11
de_block,bincode,idx=9; size=4953049,4953049,bytes,143003139.0,ns,12
de_block,bincode,idx=9; size=4953049,4953049,bytes,154344570.0,ns,13
de_block,bincode,idx=9; size=4953049,4953049,bytes,165609676.0,ns,14
de_block,bincode,idx=9; size=4953049,4953049,bytes,177312082.0,ns,15
de_block,bincode,idx=9; size=4953049,4953049,bytes,190431941.0,ns,16
de_block,bincode,idx=9; size=4953049,4953049,bytes,203366140.0,ns,17
de_block,bincode,idx=9; size=4953049,4953049,bytes,215147411.0,ns,18
de_block,bincode,idx=9; size=4953049,4953049,bytes,224993052.0,ns,19
de_block,bincode,idx=9; size=4953049,4953049,bytes,235996303.0,ns,20
de_block,bincode,idx=9; size=4953049,4953049,bytes,254166077.0,ns,21
de_block,bincode,idx=9; size=4953049,4953049,bytes,261089828.0,ns,22
de_block,bincode,idx=9; size=4953049,4953049,bytes,268989966.0,ns,23
de_block,bincode,idx=9; size=4953049,4953049,bytes,284811741.0,ns,24
de_block,bincode,idx=9; size=4953049,4953049,bytes,302025060.0,ns,25
de_block,bincode,idx=9; size=4953049,4953049,bytes,307445430.0,ns,26
de_block,bincode,idx=9; size=4953049,4953049,bytes,319916521.0,ns,27
de_block,bincode,idx=9; size=4953049,4953049,bytes,332011693.0,ns,28
de_block,bincode,idx=9; size=4953049,4953049,bytes,343314230.0,ns,29
de_block,bincode,idx=9; size=4953049,4953049,bytes,357775890.0,ns,30
de_block,bincode,idx=9; size=4953049,4953049,bytes,371582946.0,ns,31
de_block,bincode,idx=9; size=4953049,4953049,bytes,381237063.0,ns,32
de_block,bincode,idx=9; size=4953049,4953049,bytes,393132649.0,ns,33
de_block,bincode,idx=9; size=4953049,4953049,bytes,406191801.0,ns,34
de_block,bincode,idx=9; size=4953049,4953049,bytes,416172918.0,ns,35
